Theme,Level 2,Level 3,Name,Key,Units,CDID,,,,,,,,,,,,,,,,,Link,Notes
"People, Population and Community",Population and Migration,Migration within the UK,Residents moving between local authorities ,Y,million,RAID120,"People,PopulationandCommunity",PeoplePopulationandCommunity,PopulationandMigration,PopulationandMigration,MigrationwithintheUK,MigrationwithintheUK,MigrationwithintheUK,MigrationwithintheUK,/PeoplePopulationandCommunity/PopulationandMigration/timeseries/RAID120,/PeoplePopulationandCommunity/PopulationandMigration/MigrationwithintheUK/timeseries/RAID120,/PeoplePopulationandCommunity/PopulationandMigration/MigrationwithintheUK/timeseries/RAID120,/PeoplePopulationandCommunity/PopulationandMigration/MigrationwithintheUK/timeseries/RAID120,/peoplepopulationandcommunity/populationandmigration/migrationwithintheuk/timeseries/raid120,/peoplepopulationandcommunity/populationandmigration/migrationwithintheuk/timeseries/raid120,/peoplepopulationandcommunity/populationandmigration/migrationwithintheuk/timeseries/raid120,/peoplepopulationandcommunity/populationandmigration/migrationwithintheuk/timeseries/raid120,http://www.ons.gov.uk/ons/rel/migration1/internal-migration-by-local-authorities-in-england-and-wales/year-ending-june-2013/chd-figure-1.xls,
"People, Population and Community","Births, Deaths and Marriages",Live Births,Live births in England and Wales ,Y,number,RAID53,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,LiveBirths,LiveBirths,LiveBirths,LiveBirths,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID53,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID53,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID53,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID53,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid53,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid53,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid53,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid53,http://www.ons.gov.uk/ons/rel/vsob1/birth-summary-tables--england-and-wales/2013/rft-births-summary-tables-2013.xls,
"People, Population and Community","Births, Deaths and Marriages",Live Births,Total fertility rate,N,children per woman,RAID54,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,LiveBirths,LiveBirths,LiveBirths,LiveBirths,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID54,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID54,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID54,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID54,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid54,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid54,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid54,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid54,http://www.ons.gov.uk/ons/rel/vsob1/birth-summary-tables--england-and-wales/2013/rft-births-summary-tables-2013.xls,
"People, Population and Community","Births, Deaths and Marriages",Live Births,Live births outside marriage,N,%,RAID55,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,LiveBirths,LiveBirths,LiveBirths,LiveBirths,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID55,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID55,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID55,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID55,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid55,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid55,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid55,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid55,http://www.ons.gov.uk/ons/rel/vsob1/birth-summary-tables--england-and-wales/2013/rft-births-summary-tables-2013.xls,
"People, Population and Community","Births, Deaths and Marriages",Live Births,Live births to non-UK born mothers,N,%,RAID56,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,LiveBirths,LiveBirths,LiveBirths,LiveBirths,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID56,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID56,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID56,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LiveBirths/timeseries/RAID56,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid56,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid56,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid56,/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/timeseries/raid56,http://www.ons.gov.uk/ons/rel/vsob1/birth-summary-tables--england-and-wales/2013/rft-births-summary-tables-2013.xls,
"People, Population and Community","Births, Deaths and Marriages",Deaths,UK deaths,Y,number,RAID33,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,Deaths,Deaths,Deaths,Deaths,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID33,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID33,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID33,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID33,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid33,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid33,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid33,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid33,http://www.ons.gov.uk/ons/rel/vsob1/vital-statistics--population-and-health-reference-tables/winter-2013-update/annual-table.xls,
"People, Population and Community","Births, Deaths and Marriages",Deaths,England and Wales deaths,N,number,RAID34,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,Deaths,Deaths,Deaths,Deaths,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID34,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID34,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID34,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID34,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid34,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid34,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid34,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid34,http://www.ons.gov.uk/ons/rel/vsob1/vital-statistics--population-and-health-reference-tables/winter-2013-update/annual-table.xls,
"People, Population and Community","Births, Deaths and Marriages",Deaths,England deaths,N,number,RAID35,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,Deaths,Deaths,Deaths,Deaths,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID35,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID35,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID35,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID35,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid35,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid35,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid35,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid35,http://www.ons.gov.uk/ons/rel/vsob1/vital-statistics--population-and-health-reference-tables/winter-2013-update/annual-table.xls,
"People, Population and Community","Births, Deaths and Marriages",Deaths,Wales deaths,N,number,RAID36,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,Deaths,Deaths,Deaths,Deaths,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID36,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID36,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID36,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID36,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid36,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid36,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid36,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid36,http://www.ons.gov.uk/ons/rel/vsob1/vital-statistics--population-and-health-reference-tables/winter-2013-update/annual-table.xls,
"People, Population and Community","Births, Deaths and Marriages",Deaths,Scotland deaths,N,number,RAID37,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,Deaths,Deaths,Deaths,Deaths,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID37,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID37,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID37,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID37,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid37,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid37,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid37,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid37,http://www.ons.gov.uk/ons/rel/vsob1/vital-statistics--population-and-health-reference-tables/winter-2013-update/annual-table.xls,
"People, Population and Community","Births, Deaths and Marriages",Deaths,Northern Ireland deaths,N,number,RAID38,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,Deaths,Deaths,Deaths,Deaths,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID38,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID38,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID38,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/Deaths/timeseries/RAID38,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid38,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid38,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid38,/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/timeseries/raid38,http://www.ons.gov.uk/ons/rel/vsob1/vital-statistics--population-and-health-reference-tables/winter-2013-update/annual-table.xls,
"People, Population and Community","Births, Deaths and Marriages","Marriage, Cohabitation and Civil Partnerships",Marriages,Y,number,RAID57,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,"Marriage,CohabitationandCivilPartnerships",MarriageCohabitationandCivilPartnerships,"Marriage,CohabitationandCivilPartnerships",MarriageCohabitationandCivilPartnerships,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID57,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/MarriageCohabitationandCivilPartnerships/timeseries/RAID57,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/MarriageCohabitationandCivilPartnerships/timeseries/RAID57,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/MarriageCohabitationandCivilPartnerships/timeseries/RAID57,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid57,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid57,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid57,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid57,http://www.ons.gov.uk/ons/rel/vsob1/marriages-in-england-and-wales--provisional-/2012/rtd-marriage-summary-statistics-2012--provisional-.xls,
"People, Population and Community","Births, Deaths and Marriages","Marriage, Cohabitation and Civil Partnerships",Civil partnerships,N,number,RAID58,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,"Marriage,CohabitationandCivilPartnerships",MarriageCohabitationandCivilPartnerships,"Marriage,CohabitationandCivilPartnerships",MarriageCohabitationandCivilPartnerships,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID58,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/MarriageCohabitationandCivilPartnerships/timeseries/RAID58,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/MarriageCohabitationandCivilPartnerships/timeseries/RAID58,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/MarriageCohabitationandCivilPartnerships/timeseries/RAID58,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid58,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid58,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid58,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid58,http://www.ons.gov.uk/ons/rel/vsob2/civil-partnership-statistics--united-kingdom/2012/rtd-formations.xls,
"People, Population and Community","Births, Deaths and Marriages","Marriage, Cohabitation and Civil Partnerships",General Marriage Rate,N,%,RAID59,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,"Marriage,CohabitationandCivilPartnerships",MarriageCohabitationandCivilPartnerships,"Marriage,CohabitationandCivilPartnerships",MarriageCohabitationandCivilPartnerships,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID59,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/MarriageCohabitationandCivilPartnerships/timeseries/RAID59,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/MarriageCohabitationandCivilPartnerships/timeseries/RAID59,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/MarriageCohabitationandCivilPartnerships/timeseries/RAID59,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid59,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid59,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid59,/peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/timeseries/raid59,http://www.ons.gov.uk/ons/rel/vsob1/marriages-in-england-and-wales--provisional-/2012/rtd-marriage-summary-statistics-2012--provisional-.xls,
"People, Population and Community","Births, Deaths and Marriages",Life Expectancies,Female Life expectancy at birth,Y,years,RAID49,"People,PopulationandCommunity",PeoplePopulationandCommunity,"Births,DeathsandMarriages",BirthsDeathsandMarriages,LifeExpectancies,LifeExpectancies,LifeExpectancies,LifeExpectancies,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/timeseries/RAID49,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LifeExpectancies/timeseries/RAID49,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LifeExpectancies/timeseries/RAID49,/PeoplePopulationandCommunity/BirthsDeathsandMarriages/LifeExpectancies/timeseries/RAID49,/peoplepopulationandcommunity/birthsdeathsandmarriages/lifeexpectancies/timeseries/raid49,/peoplepopulationandcommunity/birthsdeathsandmarriages/lifeexpectancies/timeseries/raid49,/peoplepopulationandcommunity/birthsdeathsandmarriages/lifeexpectancies/timeseries/raid49,/peoplepopulationandcommunity/birthsdeathsandmarriages/lifeexpectancies/timeseries/raid50,http://www.ons.gov.uk/ons/rel/subnational-health4/life-expec-at-birth-age-65/2006-08-to-2010-12/rft-table-1.xls,
